title;content;rating;helpful_count;not_helpful_count;corrected_content
absurd and so predictable;This movie is annoying in several ways.  The criminals are all goodhearted, thoughtful, sensitive guys while the guards and warden are the REAL bad guys.  gimme a break.  What is this?  Dukes of Hazard? (which was far better than this).  Further, the plot is so, so, so predicable.  Good guy outsmarts the bad guys and real justice is served. spare me.  I know, a lot of people love this flick, but in my humble opinion it is a big waste of time.;3;19;37;This movie is annoying in several ways. The criminals are all goodhearted, thoughtful, sensitive guys while the guards and guards are the REAL bad guys. Give yourself a break. What is this? Dukes of Hazard? (which was far better than this). Further, the plot is so, so, so predicable. Good guys outsmart bad guys and real justice is served. Spare me. I know, a lot of people love this flick, but in my humble opinion it is a big waste of time.
the best movie?;Let me just say that I liked the movie. I love Freeman, I respect Robbins. Reading King. But the review is red. I explain:In the IMDB list (as well as on Kinopoisk), films often float, sometimes climbing to second place in the list, and then dropping to one hundred and ninety-third, etc. The picture is changing. But one thing remains the same: The Shawshank Redemption comes first.The site has almost the entire filmography of mankind, but this story remains the best. Yes, the story is good, as is the setting of the film. But is this the best thing that the world has created in more than a century of work? Is that what worries people? The most pressing? Deeper than 'Forrest Gump'? More classic than the tacitly declared must see 'Titanic'?;6;1;1;Let me just say that I liked the movie. I love Freeman, I respect Robbins. Reading King. But the review is red. I explain:In the IMDB list (as well as on Kinopoisk), films often float, sometimes climbing to second place in the list, and then dropping to one hundred and ninety-third, etc. The picture is changing. But one thing remains the same: The Shawshank Redemption comes first. The site has almost the entire filmography of mankind, but this story remains the best. Yes, the story is good, as is the setting of the film. But is this the best thing that the world has created in more than a century of work? Is that what worries people? The most pressing? Deeper than 'Forrest Gump'? More classic than the tacitly declared must see 'Titanic'?
Incredibly moving, funny and haunting;Where to begin on how to comment on one of the most beautiful, haunting, tragic yet slightly comical films in creation? This film is absolutely groundbreaking and deserves its place amongst all the greats of Cinema History. Complete with an amazing cast, a wonderful soundtrack and a storyline that will leave you mesmerised for years after your first viewing, this film is truly incredible.The film focuses on a man called Andy Dufresne, an intelligent banker who is accused of murdering his wife and her lover, and is consequentially sentenced to two life sentences in Shawshank Prison. Andy soon befriends a man named Red, a man imprisoned for murder, and runs an underground syndicate to help his friends get a hold of things from outside prison.Andy manages to help the guards of Shawshank Prison with their personal financial problems using his knowledge as a Banker, and an unlikely 'friendship' emerges, and soon Prison life doesn't seem so bleak for Andy. As Andy's journey through his life sentence grows, so does his friendship with Red, and he soon discovers what effects the walls of Shawshank have on the people in the prison after a series of unexpected and tragic events.Andy's personality soon earns him new friends as he begins to change people, fundamentally, without knowing how, as he spreads new lessons, both comically and psychologically, and soon Andy turns into a much more intelligent man than we may have realised him to be at first.As time goes on, Andy resolves to make Shawshank Prison friendlier and he works relentlessly to improve life for the prisoners and for the guards. But, as he continues to work hard for the good of others, he begins to learn the shocking truths of what the true colours of the guards and the Warden of Shawshank are. Revelations all come to the fore when Andy discovers some information which may prove him to be the innocent guy he has always claimed to be, and Andy's life takes a serious turn, and the consequences are dire for everybody as Andy's decisions become more and more unpredictable.Based on a short book by Stephen King, this film has hardly any faults at all, and is full of beauty, tragedy and comedy, and has a haunting presence as Morgan Freeman gives what is possibly the best performance he has ever given, and Tim Robbins excels as the tormented Andy. But, what makes this film go down in history isn't just the amazing script and the wonderful acting, but the film contains one of the most beautiful Soundtracks I have ever known, written by Thomas Newman. Many of the tunes are simplistic, yet very memorable, and they all perfectly reflect the dilemmas and situations the characters of the film find themselves in.This film is not afraid to shock people with its subtle shifts in the personalities of characters, and how a situation of comedy and hope may suddenly change to a tragedy beyond what you may have originally expected. This film is a true classic. This is a work of art which is endlessly re-experiencable with painful pleasure.;10;4;1;Where to begin on how to comment on one of the most beautiful, haunting, tragic yet slightly comical films in creation? This film is absolutely groundbreaking and deserves its place amongst all the greats of Cinema History. Complete with an amazing cast, a wonderful soundtrack and a storyline that will leave you mesmerised for years after your first viewing, this film is truly incredible. The film focuses on a man called Andy Dufresne, an intelligent banker who is accused of murdering his wife and her lover, and is consequentially sentenced to two life sentences in Shawshank Prison. Andy soon befriends a man named Red, a man imprisoned for murder, and runs an underground syndicate to help his friends get a hold of things from outside prison. Andy manages to help the guards of Shawshank Prison with their personal financial problems using his knowledge as a banker, and an unlikely 'friendship' emerges, and soon Prison life doesn't seem so bleak for Andy. As Andy's journey through his life sentence grows, so does his friendship with Red, and he soon discovers what effects the walls of Shawshank have on the people in the prison after a series of unexpected and tragic events. Andy's personality soon earns him new friends as he begins to change people, fundamentally, without knowing how, as he spreads new lessons, both comically and psychologically, and soon Andy turns into a much more intelligent man than we may have realised him to be at first. As time goes on, Andy resolves to make Shawshank Prison more friendly and he works relentlessly to improve life for the prisoners and for the guards. But, as he continues to work hard for the good of others, he begins to learn the shocking truths of what the true colours of the guards and the Warden of Shawshank are. Revelations all come to the forefront when Andy discovers some information which may prove him to be the innocent guy he has always claimed to be, and Andy's life takes a serious turn, and the consequences are dire for everybody as Andy's decisions become more and more unpredictable. Based on a short book by Stephen King, this film has hardly any faults at all, and is full of beauty, tragedy and comedy, and has a haunting presence as Morgan Freeman gives what is possibly the best performance he has ever given, and Tim Robbins excels as the tormented Andy. But what makes this film go down in history isn't just the amazing script and the wonderful acting, but the film contains one of the most beautiful Soundtracks I have ever known, written by Thomas Newman. Many of the tunes are simplistic, yet very memorable, and they all perfectly reflect the dilemmas and situations the characters of the film find themselves in. This film is not afraid to shock people with its subtle shifts in the personalities of characters, and how a situation of comedy and hope may suddenly change to a tragedy beyond what you may have originally expected. This film is a true classic. This is a work of art which is endlessly re-experiencable with painful pleasure.
Greatness;This is the best movie I ever watched in my entire life.whenerver I feel sad or depressed I always watch this movie.it always gives me hope.Hope is a good thing.;10;4;0;This is the best movie I ever watched in my entire life. When I feel sad or depressed, I always watch this movie. It always gives me hope. Hope is a good thing.
More than just a movie * symphony of hope and pain*;"When I saw the movie for the second time, I would watch it more, and sometimes our love for the movie grew and increased through familiarity.Shawshank is a classic Hollywood movie, all that can be said in this movie. It is a simple movie with a deep and eternal message. The reason for the great love of this movie and its highest rating on IDMB for 26 years is its great story and the amazing performance of its film characters in the movie, especially in the opening scene; The camera takes us and puts us in prison, as if we are not only watching from the outside! We meet prisoners and we become a part of their lives.Instead of focusing solely on Andy the hero, the movie takes us to live with the rest of the prisoners the details of their lives.
Director and screenwriter Frank Darabont proves that you don't need action scenes and special effects to make a great movie. Brilliant acting and deep intellectual narration It is enough to make it a masterpieceThe Shawshank Redemption is a poem containing mysticism that takes you thinking and inspiration to milestones, prospects, and life themes such as hope, love, freedom and life.This movie is seen as the best over the past 26 years and is the best motion picture ever.";10;1;0;"When I saw the movie for the second time, I would watch it more, and sometimes our love for the movie grew and increased through familiarity. Shawshank is a classic Hollywood movie, all that can be said in this movie. It is a simple movie with a deep and eternal message. The reason for the great love of this movie and its highest rating on IDMB for 26 years is its great story and the amazing performance of its film characters in the movie, especially in the opening scene; The camera takes us and puts us in prison, as if we are not only watching from the outside! We meet prisoners and we become a part of their lives. Instead of focusing solely on Andy the hero, the movie takes us to live with the rest of the prisoners and the details of their lives. Director and screenwriter Frank Darabont proves that you don't need action scenes and special effects to make a great movie. Brilliant acting and deep intellectual narration is enough to make it a masterpiece. The Shawshank Redemption is a poem containing mysticism that takes you thinking and inspiration to milestones, prospects, and life themes such as hope, love, freedom and life. This movie has been seen as the best over the past 26 years and is the best motion picture ever."
Excellent Film.  A Powerful Drama;"Ten Thumbs Up if I had them. Incredible story, incredible cast. I would rate this as probably the best film I have ever seen and I have probably seen it a hundred times on cable. I would have to say this would be Morgan Freemans best performance out of all of his films. There should have been an Oscar for him. This film definitely beat out ""Million Dollar Baby"" for which he ultimately and finally received his first Oscar. The Academy wasn't all there when ""Shawshank"" deserved its due. Robbins played a great part in this film and did an excellent job however Freeman carried the film. A true drama that shows the bond of two people in horrible circumstances. Yes, this one is one to own, if you don't have it...buy it. You wont be disappointed.";10;2;1;"Ten Thumbs Up if I had them. Incredible story, incredible cast. I would rate this as probably the best film I have ever seen and I have probably seen it a hundred times on cable. I would have to say this would be Morgan Freemans best performance out of all of his films. There should have been an Oscar for him. This film definitely beat out ""Million Dollar Baby"", for which he ultimately and finally received his first Oscar. The Academy wasn't all there when ""Shawshank"" deserved its due. Robbins played a great part in this film and did an excellent job, however Freeman carried the film. A true drama that shows the bond of two people in horrible circumstances. Yes, this one is one to own, if you don't have it... buy it. You won't be disappointed."
Is this truly the best movie ever?;According to IMDB, this is the best movie of all time. While this one is brilliant, I disagree. But that doesn't change the fact that it is an almost perfect film.The film is based on the book by Stephen King. And it proves once again that Stephen King is one of the best writers ever. The story is powerful and has a heavy impact on you. The emotion in this film is very present.The cast is perfectly chosen. They take this film to the next level. Morgan Freeman plays the stars from heaven. I can't believe this movie didn't even win many OscarsThis is one of my favourite movies ever and I just can't stop watching this.;10;1;0;According to IMDB, this is the best movie of all time. While this one is brilliant, I disagree. But that doesn't change the fact that it is an almost perfect film. The film is based on the book by Stephen King. And it proves once again that Stephen King is one of the best writers ever. The story is powerful and has a heavy impact on you. The emotion in this film is very present. The cast is perfectly chosen. They take this film to the next level. Morgan Freeman plays the stars from heaven. I can't believe this movie didn't even win many Oscars. This is one of my favourite movies ever and I just can't stop watching this.
Epic;Shawshank Redemption is a defining moment in cinema.The movie (directed by Frank Darabont) takes a straight-forward, soul- searching novel by horror icon Stephen King and transforms it into a somber, bloated prison drama designed to fill you up with inspiration.Thanks to supreme performances and beautiful cinematography, you get that inspirational jump-start frame after frame. And you get generous helpings of the novella's deft ironic humour about a inmate quietly turning a corrupt system against itself.A small box office release which made its name once released on home video, this movie is well worth a watch if you happened to have missed it first time around.;10;1;0;Shawshank Redemption is a defining moment in cinema. The movie (directed by Frank Darabont) takes a straight-forward, soul-searching novel by horror icon Stephen King and transforms it into a somber, bloated prison drama designed to fill you up with inspiration. Thanks to supreme performances and beautiful cinematography, you get that inspirational jump-start frame after frame. And you get generous helpings of the novella's deft ironic humor about an inmate quietly turning a corrupt system against itself. A small box office release which made its name once released on home video, this movie is well worth a watch if you happen to have missed it first time around.
A story of never stop beleiving;This is a movie about grit and determination, about never giving up. About what a man can achieve when he believes in a visison and gives everything. Brilliant.;9;1;0;This is a movie about grit and determination, about never giving up. What a man can achieve when he believes in a vision and gives everything. Brilliant.
A film beyond greatness.;I have been into movies since, well I was 5. But after about 15 years I finally was lucky enough to come across this title. I had a huge expectation when I started watching it.Hey! it ain't number 1 for show that much i can vouch for. Well it took me a few minutes to get into it but well once i got engulfed it was just sheer pleasure and goosebumps.The film revolves around the inmates of a prison and a NEW FISH accused of homicide joining the faculty.The film depicts How he changed their lives and helped them to realize and bring back the greatest gift of life taken away from them . The friendship, the hardship, the simplest joy, the tragedies , the yearning for freedom in each breath has been brilliantly acted and directed.The movie makes you feel good.After watching it it makes you smile and strengthens your faith in humanity.I am no critic but this movie made me happy, ecstatic and I would love to re-watch it again and again.so i would say go on watch it at once if you have not. You will love it no matter what your taste in films are. Because this film expresses humanity in each way possible. And as a fellow human being you will love the emotions. If you don't then well I will be a bit surprised.P.S 1994 was the year of Forrest Gump. It took home all the awards. Though it is a great film but in my opinion it remains only great while shawshank is one of the greatest if not the greatest movie of all times. Thank You...;10;2;1;I have been into movies since I was 5 years old. But after about 15 years I finally was lucky enough to come across this title. I had a huge expectation when I started watching it. Hey! It's not number 1 for showing that much I can vouch for. Well it took me a few minutes to get into it, but once I got engulfed it was just sheer pleasure and goosebumps. The film revolves around the inmates of a prison and a NEW FISH accused of homicide joining the faculty. The film depicts how he changed their lives and helped them realize and bring back the greatest gift of life taken away from them. The friendship, the hardship, the simplest joy, the tragedies, the yearning for freedom in each breath has been brilliantly acted and directed. The movie makes you feel good. After watching it, it makes you smile and strengthens your faith in humanity. I am no critic, but this movie made me happy, excited and I would love to re-watch it again and again. So I would say go on watch it at once if you have not. You will love it no matter what your taste in films is. Because this film expresses humanity in every way possible. And as a fellow human being, you will love the emotions. If you don't, then I will be a bit surprised. P. S. 1994 was the year of Forrest Gump. It took home all the awards. Though it is a great film, in my opinion it remains only great while Shawshank is one of the greatest if not the greatest movies of all times. Thank You...
my notes;Well made movie with a great story. very long and dragged at times (2 viewings);6;2;5;Well made movie with a great story. Very long and dragged at times (2 viewings).
A wonderfully constructed, emotional masterpiece;"THE SHAWSHANK REDEMPTION ****A man sets out to scratch together some semblance of a life after he is convicted of murdering his wife and her lover.  With the inmates taking bets on which one of the new prisoners will fall victim to the harsh environment, the movie evolves into a blossoming friendship between the convicted murderer and the prison handyman.  With a growing trust and bond that will stand forever they begin to share in their experiences and over time the new prisoner becomes much more than just a friend; he becomes a man with vision and determination whilst also using the system to his benefit by applying his professional experience within the prison.The Shawshank Redemption is a masterpiece portraying the issues that we expect a movie of this calibre to portray, whilst also developing sub-plots with such precision that the entire movie felt like it passed in double quick time.  Rarely do I get the feeling that a movie was totally seamless, but this was one instance.  The acting was first rate, with both Robbins and Freeman putting in the performances of a lifetime.  I must admit I haven't see much of Robbins' work, but if all his other performances slump to deep mediocrity he will still be remembered for his part here.  Freeman was superb as the inmate who has come to terms with Shawshank, believing that hope springs futility and that Shawshank becomes an institutionalised aspect of a mans' character, whether inside or out.To focus on just two people would be ludicrous, there are a number of other outstanding contributions from the prison rule makers and the band of men that keep morale high enough to contemplate living on through their sentences.  The movie triggered a number of responses personally, the obvious responses of sadness and happiness can be taken for granted.  But emerging through the obvious were issues of friendship, trust, betrayal, hatred, anger and injustice.  So too was there joy and relief, and a new perspective on what life and prison means to many people that I previously hadn't thought of.Personally, one of the saddest moments I can remember from all of the movies I have seen involves an old book-keeper who has to come to terms with freedom.  For those that have seen it you'll probably concur that it was deeply touching; for those who haven't seen the movie you may see a fresh insight into prison life.  It is a wonderfully crafted film, and whilst I hate banding extreme and blind accolades at movies that can be taken as fads, this will probably stay in my top five favourite movies for it's enjoyment, its direction and it's comprehensive grasp of so many of it's focus points.  An outstanding movie.";No rating;1;2;"THE SHAWSHAWN REDEMPTION ****A man sets out to scratch together some semblance of a life after he is convicted of murdering his wife and her lover. With the inmates betting on which one of the new prisoners will fall victim to the harsh environment, the movie evolves into a blossoming friendship between the convicted murderer and the prison handyman. With a growing trust and bond that will stand forever, they begin to share in their experiences and over time the new prisoner becomes much more than just a friend; he becomes a man with vision and determination whilst also using the system to his benefit by applying his professional experience within the prison. The Shawshank Redemption is a masterpiece portraying the issues that we expect a movie of this calibre to portray, while also developing sub-plots with such precision that the entire movie felt like it passed in double quick time. Rarely do I get the feeling that a movie was totally seamless, but this was one instance. The acting was first rate, with both Robbins and Freeman putting in the performances of a lifetime. I must admit I haven't seen much of Robbins' work, but if all his other performances slump to deep mediocrity, he will still be remembered for his part here. Freeman was superb as the inmate who has come to terms with Shawshank, believing that hope springs futility and that Shawshank becomes an institutionalised aspect of a man's character, whether inside or out. To focus on just two people would be ridiculous, there are a number of other outstanding contributions from the prison rule makers and the band of men that keep morale high enough to contemplate living on through their sentences. The movie triggered a number of responses personally, the obvious responses of sadness and happiness can be taken for granted. But emerging through the obvious were issues of friendship, trust, betrayal, hatred, anger and injustice. So too was there joy and relief, and a new perspective on what life and prison means to many people that I previously hadn't thought of. Personally, one of the saddest moments I can remember from all of the movies I have seen involves an old book-keeper who has to come to terms with freedom. For those that have seen it, you'll probably agree that it was deeply touching; for those who haven't seen the movie, you may see a fresh insight into prison life. It is a wonderfully crafted film, and whilst I hate banding extreme and blind accolades at movies that can be taken as fads, this will probably stay in my top five favourite movies for its enjoyment, its direction and its comprehensive grasp of so many of it's focus points. An outstanding movie."
My own personal view;"I don't care if there are some poor souls who would like to belittle this film. Just think of these misfits as beyond redemption.I saw this film in 1995 and still vividly felt the euphoria of the final half hour which stayed with me for a couple of weeks.I was convinced this was the best film I had ever seen in my life, even better than Akira Kurosawa's Ran and One flew over the cuckoo's nest, which was my all time favorite until TSR came along.I excitedly contacted my best friend who shared the same passion and he confirmed my thoughts,""this must be the best film I've ever seen!"" But it is sad though that I will probably never see a better film for the rest of my life as I have seen the best.In music I have heard the best in Rush and Jackson Browne which made others pale in comparison and in movies I have TSR.Hail Frank Darabont!";10;16;4;"I don't care if there are some poor souls who would like to belittle this film. Just think of these misfits as beyond redemption. I saw this film in 1995 and still vividly felt the euphoria of the final half hour which stayed with me for a couple of weeks. I was convinced this was the best film I had ever seen in my life, even better than Akira Kurosawa's Ran and One flew over the cuckoo's nest, which was my all time favorite until TSR came along. I excitedly contacted my best friend who shared the same passion and he confirmed my thoughts, ""this must be the best film I've ever seen! "" But it is sad though that I will probably never see a better film for the rest of my life as I have seen the best. In music I have heard the best in Rush and Jackson Browne, which made others pale in comparison, and in movies I have TSR. Hail Frank Darabont!"
astonished;"This is what I'd call a ""very good"" film. But to think that people consider this better than... just for a few examples... all the wonderful Hitchcock, Kurosawa, Fellini, Bergman, Leone and Welles films is shocking. The fact that ""The Dark Knight"" is higher on this list than ""The Shawshank Redemption"" is equally shocking. ""The Shawshank Redemption"" is ranked higher than ""The Godfather,"" for Christ's sake!!! Of course, this is a list based on popular taste... not ""high culture."" I have plenty of problems with high culture, myself. But I have even more problems calling this one of the greatest films ever made. Frank Darabont isn't even a GOOD director. He's turned out three solid films... and then a bunch of crap. His ""solid films"" are pretty hamfisted and corny. But then people continue to like crap like ""Gone with the Wind"" to this very day.It's amazing to think people like this film better than... say... ""Taxi Driver."" It tells you something. Anyway, I could go on and on like this. If you enjoyed ""The Shawshank Redemption,"" it would be hypocritical for me to fault you that. After all, I liked it, too.I don't mean this comment to be helpful to those considering watching the film. I mean it to be thought-provoking for those who appreciate the history of great cinema.";7;1;4;"This is what I'd call a ""very good"" film. But to think that people consider this better than... just for a few examples... all the wonderful Hitchcock, Kurosawa, Fellini, Bergman, Leone and Welles films is shocking. The fact that ""The Dark Knight"" is higher on this list than ""The Shawshank Redemption"" is equally shocking. ""The Shawshank Redemption"" is ranked higher than ""The Godfather"" for Christ's sake! ! ! Of course, this is a list based on popular taste... not ""high culture. "" I have plenty of problems with high culture, myself. But I have even more problems calling this one of the greatest films ever made. Frank Darabont isn't even a GOOD director. He's turned out three solid films... and then a bunch of crap. His ""solid films"" are pretty hamfisted and corny. But then people continue to like crap like ""Gone with the Wind"" to this very day. It's amazing to think people like this film better than... say... ""Taxi Driver. "" It tells you something. Anyway, I could go on and on like this. If you enjoyed ""The Shawshank Redemption,"" it would be hypocritical for me to fault you for that. After all, I liked it, too. I don't mean this comment to be helpful to those considering watching the film. I mean it to be thought-provoking for those who appreciate the history of great cinema."
Breaking Big Rocks Into Little Rocks;"This Film has a Strange History. Nominated for Seven Oscars (winning none) the Movie was not a Box-Office Hit and Faded pretty much into Obscurity as an Arty Film with two Lead Actors Delivering Standard Good Work, but Nothing to get Excited about.But Something Happened that is Really Unexplainable. People got Excited about it. No one seems to know Why or What Manifested said Excitement, it just Happened. A Resurrection to become one of the most Beloved Movies Ever. Managing to Steadily Climb to ""God-Like"" Status among Best of Lists and Fanatic Praise.It is a Fine Movie. A Throwback Movie. A more or less Standard Storytelling of Human Perseverance and Hope against Outrageous Misfortune. A Feel Good Film that has made a lot of People Feel Good. Nothing Really Out of the Ordinary Happens as far as Prison Dramas go. But what does Happen is done with such Subtlety and Pathos that the Long Sentence of the Running Time goes by Effortlessly.This is a Great Movie that Never tries to be Great. it's just a Smooth, Entertaining, and Effective Personal Prison Drama with some Social Messaging and Character Explorations. The Usual Prison Sledgehammer Approach gives way to a Rock Hammer. Small and Light, but it gets the Job Done.";8;5;3;"This film has a Strange History. Nominated for seven Oscars (winning none) the Movie was not a Box-Office Hit and Faded pretty much into obsessiveness as an Arty Film with two Lead Actors Delivering Standard Good Work, but nothing to get excited about. But something happened that is really unexplainable. People got excited about it. No one seems to know why or what Manifested said Excitement, it just Happened. A Resurrection to become one of the most loved movies ever. Managing to Steadily Climb to ""God-like"" status among Best of Lists and Fanatic Praise. It is a Fine Movie. A Throwback Movie. A more or less Standard Storytelling of Human Perseverance and Hope against Outrageous Misfortune. A Feel Good Film that has made a lot of people feel good. Nothing Really Out of the Ordinary Happens as far as Prison Dramas go. But what happens is done with such subtlety and pathos that the Long Sentence of the Running Time goes by Effortlessly. This is a Great Movie that never tries to be great. It's just a Smooth, Entertaining, and Effective Personal Prison Drama with some Social Messaging and Character Explorations. The Usual Prison Sledgehammer Approach gives way to a Rock Hammer. Small and light, but it gets the job done."
Awesome;"Stephen King is my favorite writer and I've read all of his books.  When I first learned of them making a movie of ""Rita Hayworth and the Shawshank Redemption"" I was excited. I'd always liked the story, and thought it would make a great movie.  But I was also apprehensive, because most movies don't do the book they're based on justice, especially when it comes to Steve's books.  But I'm glad to say that I worried about nothing.  Very glad.  The Shawshank Redemption is one of the very best movies from a Stephen King book ever made, and one of my favorite movies of all time.  My score-10.";No rating;1;0;"Stephen King is my favorite writer and I've read all of his books. When I first learned of them making a movie of ""Rita Hayworth and the Shawshank Redemption"", I was excited. I'd always liked the story, and thought it would make a great movie. But I was also apprehensive, because most movies don't do the book they're based on justice, especially when it comes to Steve's books. But I'm glad to say that I worried about nothing. Very glad. The Shawshank Redemption is one of the very best movies from a Stephen King book ever made, and one of my favorite movies of all time. My score was 10."
This is How Movies Should Be Made;"This movie is not your ordinary Hollywood flick. It has a great and deep message. This movie has a foundation and just kept on being built on from their and that foundation is hope.Other than just the message of this movie the acting was phenomenal. Tim Robbins gave one of the greatest performances ever. He was inspiring, intelligent and most of all positive. His performance just made me smile. Robbins plays Andy Dufresne who was wrongfully convicted of murdering his wife and her lover. He is gets to life sentences but yet never gives up hope. In he becomes friends with Ellis Boyd ""Red"" Redding played by Morgan Freeman. Freeman who gives the finest performance of his career has unlike Robbins lost hope. He is in deep regret of the crime that he committed. His way of deflecting the pain away is by trying to not feel anything at all. With his friendship with Andy he learns that without our hopes and dreams we have nothing. Andy also becomes friends with the rest of Red's group. James Whitmore also gave a great performance as Brooks Halten who gets out of prison parole but in the words of Red he has been ""institutionalized"".The directing by Frank Darabont was just magnificent. He kept this movie at a great steady pace along with the writing and great cinematography. He portrayed prison life in such a horrifying way, but not in terms of the physical pain but the stress and pain that wares mentally on the inmates, some of which deserve a second chance.Whatever you do, don't listen to the people who say this movie is overrated because this is one of the most inspiring and greatest movies ever. It has everything you could possibly want.";10;1K;133;"This movie is not your ordinary Hollywood flick. It has a great and deep message. This movie has a foundation and just kept on being built on from it and that foundation is hope. Other than just the message of this movie, the acting was phenomenal. Tim Robbins gave one of the greatest performances ever. He was inspiring, intelligent and most of all positive. His performance just made me smile. Robbins plays Andy Dufresne, who was wrongfully convicted of murdering his wife and her lover. He gets to life sentences but never gives up hope. In he becomes friends with Ellis Boyd ""Red"" Redding played by Morgan Freeman. Freeman who gives the finest performance of his career has unlike Robbins lost hope. He is in deep regret of the crime that he committed. His way of deflecting the pain away is by trying not to feel anything at all. With his friendship with Andy, he learned that without our hopes and dreams we have nothing. Andy also becomes friends with the rest of Red's group. James Whitmore also gave a great performance as Brooks Halten, who gets out of prison parole but in the words of Red he has been ""institutionalized"". The directing by Frank Darabont was just magnificent. He kept this movie at a great steady pace along with the writing and great cinematography. He portrayed prison life in such a horrifying way, but not in terms of the physical pain, but the stress and pain that wares mentally on the inmates, some of which deserve a second chance. Whatever you do, don't listen to the people who say this movie is overrated because this is one of the most inspiring and greatest movies ever. It has everything you could possibly want."
Greatest movie of all time!;This movie is one of my all time favorites. Undoubtedly, one of the most brilliant movies I have ever seen. Story, cast, screenplay all are great. The directing by Frank Darabont was just magnificent. The amazing casting of both Morgan Freeman and Tim Robbins is amazing, and couldn't be more accurate. It was narrated by Morgan Freeman, who is the best narrator in Hollywood, I believe. Actually the film depends on the story and the way in which it unravels. It will change the way u think about things around u. Surely, It will teach you one thing that it is easy to take away a man's bread, even his freedom, but impossible to take away his hope.I can say with confidence this is the best movie I have ever seen - or ever will see. If you haven't watch it yet, just GO! Watch it! Now!;10;33;9;This movie is one of my all time favorites. Undoubtedly, one of the most brilliant movies I have ever seen. Story, cast, and screenplay are great. The directing by Frank Darabont was just magnificent. The amazing casting of Morgan Freeman and Tim Robbins is amazing, and couldn't be more accurate. It was narrated by Morgan Freeman, who is the best narrator in Hollywood, I believe. Actually, the film depends on the story and the way in which it unravels. It will change the way you think about things around you. Surely, it will teach you one thing that it is easy to take away a man's bread, even his freedom, but impossible to take away his hope. I can say with confidence this is the best movie I have ever seen - or ever will see. If you haven't watched it yet, just go! Watch it! Now!
Of those works that you never forget;"Its greatness resides in that it makes you feel; that's what makes it a masterpiece of modern cinema. Without artifice, or lies, or unnecessary entanglement, Perpetual Chain is brutally honest, like life itself. It has scenes that are pieces of Cinema in capital letters, you know, the one that grabs you by the lapels and whispers in your ear: wake up.
This film talks about hope and love of life, about how to survive hell with determination, about keeping dreams alive even if you haven't seen the sunlight for two months, about friendship.
Open your eyes wide when you see it because it may teach you what really matters";10;2;0;"Its greatness resides in that it makes you feel; that's what makes it a masterpiece of modern cinema. Without artifice, lies, or unnecessary entanglement, Perpetual Chain is brutally honest, like life itself. It has scenes that are pieces of Cinema in capital letters, you know, the one that grabs you by the lapels and whispers in your ear: wake up. This film talks about hope and love of life, about how to survive hell with determination, about keeping dreams alive even if you haven't seen the sunlight for two months, and about friendship. Open your eyes wide when you see it because it may teach you what really matters."
I don't like this movie;I don't like this movie because I don't like this movie;2;7;24;I don't like this movie because I don't like this movie.
A Story Of Hope & Resilence;"Frank Darabont directed this superb adaptation of the Stephen King novella that stars Tim Robbins as Andy Dufresne, a young banker who was wrongfully convicted for the murders of his wife and her boyfriend. Upon arrival at Shawshank prison in Maine, he keeps to himself mostly, causing no trouble, though does befriend long-time inmate ""Red' Redding(played by Morgan Freeman) who teaches him the ropes of prison life, though the unwanted attentions of degenerate inmates pushes poor Andy to the edge of despair, until his financial skills as a banker prove most useful to both the corrupt Captain of the guards(played by Clancy Brown) and corrupt warden(played by Bob Gunton) until Andy hits upon a most clever escape plan... Now legendary film that sits atop the IMDb best film list is indeed a worthy film(though not my pick!) Still, done with remarkable skill on every filmmaking level. Could be viewed as an allegory of Christianity, but is indeed an uplifting story of friendship and the human spirit. Supporting characters(except for the one played by James Whitmore) aren't that appealing, but aren't intended to be either! Perfect ending as well.";9;2;0;"Frank Darabont directed this superb adaptation of the Stephen King novella that stars Tim Robbins as Andy Dufresne, a young banker who was wrongfully convicted for the murders of his wife and her boyfriend. Upon arrival at Shawshank prison in Maine, he keeps to himself mostly, causing no trouble, though does befriend long-time inmate ""Red' Redding(played by Morgan Freeman) who teaches him the ropes of prison life, though the unwanted attentions of degenerate inmates push poor Andy to the edge of despair, until his financial skills as a banker prove most useful to both the corrupt Captain of the guards(played by Clancy Brown) and corrupt war Still, done with remarkable skill on every filmmaking level. Could be viewed as an allegory of Christianity, but is indeed an uplifting story of friendship and the human spirit. Supporting characters(except for the one played by James Whitmore) aren't that appealing, but aren't intended to be either! Perfect ending as well."
